PROBEID	ENTREZID	SYMBOL	GENENAME
242198_at			
242199_at			
242200_at	339366	ADAMTSL5	ADAMTS like 5
242201_at	5383	PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 5
242202_at			
242203_at			
242204_at	149708	WFDC5	WAP four-disulfide core domain 5
242205_at			
242206_at	442319	ZNF727	zinc finger protein 727
242207_at	100128361	LOC100128361	uncharacterized LOC100128361
242207_at	401541	CENPP	centromere protein P
242208_at	100129482	ZNF37BP	zinc finger protein 37B, pseudogene
242209_at	341405	ANKRD33	ankyrin repeat domain 33
242210_at	7572	ZNF24	zinc finger protein 24
242211_x_at	197335	WDR90	WD repeat domain 90
242212_at	6004	RGS16	regulator of G protein signaling 16
242213_at			
242214_at	6233	RPS27A	ribosomal protein S27a
242215_at	101929208	LOC101929208	uncharacterized LOC101929208
242216_at			
242217_s_at	64319	FBRS	fibrosin
242218_at	5467	PPARD	peroxisome proliferator activated receptor delta
242219_at	283551	LINC01588	long intergenic non-protein coding RNA 1588
242220_at	6711	SPTBN1	spectrin beta, non-erythrocytic 1
242221_at			
242222_at	151009	LINC01106	long intergenic non-protein coding RNA 1106
242222_at	440894	LINC01123	long intergenic non-protein coding RNA 1123
242223_at			
242224_at	55105	GPATCH2	G-patch domain containing 2
242225_at			
242226_at	100288079	GS1-279B7.1	microtubule associated protein 1 light chain 3 beta pseudogene
242227_at			
242228_at	636	BICD1	BICD cargo adaptor 1
242229_at	222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
242230_at	6310	ATXN1	ataxin 1
242231_at			
242232_at			
242233_at			
242234_at	54739	XAF1	XIAP associated factor 1
242235_x_at			
242236_at			
242237_at			
242238_at	23386	NUDCD3	NudC domain containing 3
242239_at	221078	NSUN6	NOP2/Sun RNA methyltransferase 6
242240_at			
242241_x_at			
242242_at	9098	USP6	ubiquitin specific peptidase 6
242243_at	7110	TMF1	TATA element modulatory factor 1
242244_at			
242245_at			
242246_x_at	55384	MEG3	maternally expressed 3
242247_at	196074	METTL15	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine
242248_at	5257	PHKB	phosphorylase kinase regulatory subunit beta
242249_at	102723390	FRG1EP	FSHD region gene 1 family member E, pseudogene
242250_at			
242251_at	166378	AFG2A	AAA ATPase AFG2A
242252_at			
242253_at	100506012	PPP5D1P	PPP5 tetratricopeptide repeat domain containing 1, pseudogene
242254_at			
242255_at	22884	WDR37	WD repeat domain 37
242256_x_at			
242257_at			
242258_at			
242259_at	148109	FAM187B	family with sequence similarity 187 member B
242260_at	9782	MATR3	matrin 3
242261_at	3658	IREB2	iron responsive element binding protein 2
242262_x_at	101927295	LINC01360	long intergenic non-protein coding RNA 1360
242263_at	50999	TMED5	transmembrane p24 trafficking protein 5
242264_at	54621	VSIG10	V-set and immunoglobulin domain containing 10
242265_at	10902	BRD8	bromodomain containing 8
242266_x_at			
242267_x_at	105369595	LOC105369595	uncharacterized LOC105369595
242268_at	10659	CELF2	CUGBP Elav-like family member 2
242269_at	440556	PRDM16-DT	PRDM16 divergent transcript
242270_at	51205	ACP6	acid phosphatase 6, lysophosphatidic
242271_at	115019	SLC26A9	solute carrier family 26 member 9
242272_at	146540	ZNF785	zinc finger protein 785
242273_at	84298	LLPH	LLP homolog, long-term synaptic facilitation factor
242274_x_at	284439	SLC25A42	solute carrier family 25 member 42
242275_at			
242276_at			
242277_at			
242278_at	8554	PIAS1	protein inhibitor of activated STAT 1
242279_at			
242280_x_at	80315	CPEB4	cytoplasmic polyadenylation element binding protein 4
242281_at	2752	GLUL	glutamate-ammonia ligase
242282_at	161882	ZFPM1	zinc finger protein, FOG family member 1
242283_at	127602	DNAH14	dynein axonemal heavy chain 14
242284_at	199899	LINC00466	long intergenic non-protein coding RNA 466
242285_at			
242286_at	2903	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
242287_at	6249	CLIP1	CAP-Gly domain containing linker protein 1
242288_s_at	84034	EMILIN2	elastin microfibril interfacer 2
242289_at	28977	MRPL42	mitochondrial ribosomal protein L42
242290_at	6867	TACC1	transforming acidic coiled-coil containing protein 1
242291_at	56478	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
242292_at	203429	FAM226A	family with sequence similarity 226 member A
242292_at	653687	FAM226B	family with sequence similarity 226 member B
242293_at	54556	ING3	inhibitor of growth family member 3
242294_at	200933	FBXO45	F-box protein 45
242295_at	150596	LINC01931	long intergenic non-protein coding RNA 1931
242296_x_at			
242297_at	6239	RREB1	ras responsive element binding protein 1
242298_x_at			
242299_at			
242300_at			
242301_at	147381	CBLN2	cerebellin 2 precursor
242302_at	23047	PDS5B	PDS5 cohesin associated factor B
242303_at	9542	NRG2	neuregulin 2
242304_at	84305	PYM1	PYM1 exon junction complex associated factor
242305_at	645513	SEPTIN7P14	septin 7 pseudogene 14
242306_at			
242307_at	285989	ZNF789	zinc finger protein 789
242308_at	55283	MCOLN3	mucolipin TRP cation channel 3
242309_at			
242310_at			
242311_x_at			
242312_x_at			
242313_at	728730	MAP4K3-DT	MAP4K3 divergent transcript
242314_at	57690	TNRC6C	trinucleotide repeat containing adaptor 6C
242315_at			
242316_at	29766	TMOD3	tropomodulin 3
242317_at	25994	HIGD1A	HIG1 hypoxia inducible domain family member 1A
242318_at	202018	TAPT1	transmembrane anterior posterior transformation 1
242319_at	1608	DGKG	diacylglycerol kinase gamma
242320_at			
242321_at	5784	PTPN14	protein tyrosine phosphatase non-receptor type 14
242322_at			
242323_at	81579	PLA2G12A	phospholipase A2 group XIIA
242323_at	839	CASP6	caspase 6
242324_x_at	147372	CCBE1	collagen and calcium binding EGF domains 1
242325_at	7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
242326_at	169044	COL22A1	collagen type XXII alpha 1 chain
242327_x_at	83715	ESPN	espin
242328_at	115827	RAB3C	RAB3C, member RAS oncogene family
242329_at	9586	CREB5	cAMP responsive element binding protein 5
242330_at			
242331_x_at	102723390	FRG1EP	FSHD region gene 1 family member E, pseudogene
242331_x_at	642236	FRG1JP	FSHD region gene 1 family member J, pseudogene
242332_at	400550	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
242333_at			
242334_at	147945	NLRP4	NLR family pyrin domain containing 4
242335_at	51312	SLC25A37	solute carrier family 25 member 37
242336_at	2932	GSK3B	glycogen synthase kinase 3 beta
242337_at			
242338_at	169200	TMEM64	transmembrane protein 64
242339_at			
242340_at			
242341_x_at	132158	GLYCTK	glycerate kinase
242342_at	2977	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
242343_x_at			
242344_at	2561	GABRB2	gamma-aminobutyric acid type A receptor subunit beta2
242345_at	340267	COL28A1	collagen type XXVIII alpha 1 chain
242346_x_at			
242347_at			
242348_at	151647	TAFA4	TAFA chemokine like family member 4
242349_at	25831	HECTD1	HECT domain E3 ubiquitin protein ligase 1
242350_s_at	100128098	ST8SIA6-AS1	ST8SIA6 antisense RNA 1
242351_at			
242352_at	25836	NIPBL	NIPBL cohesin loading factor
242353_at			
242354_at	102724362	SPINT1-AS1	SPINT1 antisense RNA 1
242355_at			
242356_at	143187	VTI1A	vesicle transport through interaction with t-SNAREs 1A
242357_x_at			
242358_at	100506451	RASSF8-AS1	RASSF8 antisense RNA 1
242359_at			
242360_at	9079	LDB2	LIM domain binding 2
242361_at			
242362_at			
242363_at	1781	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
242364_x_at			
242365_at			
242366_at			
242367_at			
242368_at			
242369_x_at			
242370_at	441024	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
242371_x_at			
242372_s_at	148808	SLC60A1	solute carrier family 60 member 1
242373_at			
242374_at			
242375_x_at	5053	PAH	phenylalanine hydroxylase
242376_at			
242377_x_at	25917	THUMPD3	THUMP domain 3 tRNA guanosine methyltransferase
242378_at	255275	MYADML2	myeloid associated differentiation marker like 2
242379_at			
242380_at			
242381_x_at			
242382_at	100506207	LOC100506207	uncharacterized LOC100506207
242383_at			
242384_at			
242385_at	6096	RORB	RAR related orphan receptor B
242386_x_at	101927608	LOC101927608	uncharacterized LOC101927608
242387_at	157695	TDRP	testis development related protein
242388_x_at	117289	TAGAP	T cell activation RhoGTPase activating protein
242389_at	51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
242390_at			
242391_at			
242392_at	148581	UBE2U	ubiquitin conjugating enzyme E2 U
242393_x_at	399761	BMS1P1	BMS1 pseudogene 1
242393_x_at	642517	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
242394_at	154043	CNKSR3	CNKSR family member 3
242395_at	27338	UBE2S	ubiquitin conjugating enzyme E2 S
242396_at	7026	NR2F2	nuclear receptor subfamily 2 group F member 2
242397_at			
242398_x_at			
242399_at			
242400_at	146198	ZFP90	ZFP90 zinc finger protein
242401_x_at			
242402_x_at	116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
242403_at			
242404_at	10681	GNB5	G protein subunit beta 5
242405_at			
242406_at			
242407_at			
242408_at	6815	STYX	serine/threonine/tyrosine interacting protein
242409_at			
242410_s_at	777	CACNA1E	calcium voltage-gated channel subunit alpha1 E
242411_at	285598	ARL10	ARF like GTPase 10
242412_at	101929255	LOC101929255	uncharacterized LOC101929255
242413_at			
242414_at	23475	QPRT	quinolinate phosphoribosyltransferase
242415_at	57666	FBRSL1	fibrosin like 1
242416_at			
242417_at	144100	PLEKHA7	pleckstrin homology domain containing A7
242418_at			
242419_at			
242420_at			
242421_at	105375038	LOC105375038	uncharacterized LOC105375038
242422_at	10146	G3BP1	G3BP stress granule assembly factor 1
242423_x_at	158431	ZNF782	zinc finger protein 782
242424_at			
242425_at			
242426_at	145957	NRG4	neuregulin 4
242427_at	51322	WAC	WW domain containing adaptor with coiled-coil
242428_at			
242429_at	163081	ZNF567	zinc finger protein 567
242430_at			
242431_at			
242432_at	101929774	LOC101929774	uncharacterized LOC101929774
242432_at	105376844	LOC105376844	uncharacterized LOC105376844
242433_at	27107	ZBTB11	zinc finger and BTB domain containing 11
242434_at			
242435_at	5141	PDE4A	phosphodiesterase 4A
242436_at			
242437_at			
242438_at	171023	ASXL1	ASXL transcriptional regulator 1
242439_s_at	171023	ASXL1	ASXL transcriptional regulator 1
242440_at			
242441_at			
242442_x_at	93587	TRMT10A	tRNA methyltransferase 10A
242443_at	79882	ZC3H14	zinc finger CCCH-type containing 14
242444_at	114904	C1QTNF6	C1q and TNF related 6
242445_at	121512	FGD4	FYVE, RhoGEF and PH domain containing 4
242446_at	206412	C6orf163	chromosome 6 open reading frame 163
242447_at	285382	C3orf70	chromosome 3 open reading frame 70
242448_at			
242449_at			
242450_at	285704	RGMB	repulsive guidance molecule BMP co-receptor b
242451_x_at	6223	RPS19	ribosomal protein S19
242452_at			
242453_at			
242454_at			
242455_at	5454	POU3F2	POU class 3 homeobox 2
242456_at	4361	MRE11	MRE11 double strand break repair nuclease
242457_at			
242458_at	55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
242459_at			
242460_at			
242461_at			
242462_at	100506930	LINC00665	long intergenic non-protein coding RNA 665
242463_x_at	162966	ZNF600	zinc finger protein 600
242464_at			
242465_at	100505592	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA
242466_at			
242467_at			
242468_at			
242469_at			
242470_at	126272	EID2B	EP300 interacting inhibitor of differentiation 2B
242471_at			
242472_x_at	23360	FNBP4	formin binding protein 4
242473_at	9618	TRAF4	TNF receptor associated factor 4
242474_s_at	203547	VMA21	vacuolar ATPase assembly factor VMA21
242475_at			
242476_at			
242477_at	158219	TTC39B	tetratricopeptide repeat domain 39B
242478_at			
242479_s_at	4173	MCM4	minichromosome maintenance complex component 4
242480_at			
242481_at	56133	PCDHB2	protocadherin beta 2
242482_at	5573	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
242483_at			
242484_at	148014	TTC9B	tetratricopeptide repeat domain 9B
242485_at			
242486_at			
242487_at	200014	CC2D1B	coiled-coil and C2 domain containing 1B
242488_at	1131	CHRM3	cholinergic receptor muscarinic 3
242489_at			
242490_at			
242491_at	105369228	LOC105369228	uncharacterized LOC105369228
242492_at	1207	CLNS1A	chloride nucleotide-sensitive channel 1A
242493_at	5789	PTPRD	protein tyrosine phosphatase receptor type D
242494_at			
242495_at			
242496_at	420	ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
242497_at	10906	TRAFD1	TRAF-type zinc finger domain containing 1
242498_x_at			
242499_at	102724594	LOC102724594	U2 small nuclear RNA auxiliary factor 1 like 5
242499_at	7307	U2AF1	U2 small nuclear RNA auxiliary factor 1
242500_at			
242501_at			
242502_at	27133	KCNH5	potassium voltage-gated channel subfamily H member 5
242503_at	166012	CHST13	carbohydrate sulfotransferase 13
242504_at			
242505_at			
242506_at			
242507_at	100874034	UBXN7-AS1	UBXN7 antisense RNA 1
242508_at	205717	USF3	upstream transcription factor family member 3
242509_at			
242510_at	101928324	DHDDS-AS1	DHDDS antisense RNA 1
242511_at			
242512_at	4649	MYO9A	myosin IXA
242513_x_at	205717	USF3	upstream transcription factor family member 3
242514_at			
242515_x_at	56672	AKIP1	A-kinase interacting protein 1
242516_x_at	166863	RBM46	RNA binding motif protein 46
242517_at	84634	KISS1R	KISS1 receptor
242518_at	100505648	RAD51-AS1	RAD51 antisense RNA 1
242519_at	100129792	CCDC152	coiled-coil domain containing 152
242520_s_at	339541	ARMH1	armadillo like helical domain containing 1
242521_at	100505812	CARD8-AS1	CARD8 antisense RNA 1
242522_at	100129654	TCF24	transcription factor 24
242523_at			
242524_at	140689	CBLN4	cerebellin 4 precursor
242525_at	6518	SLC2A5	solute carrier family 2 member 5
242526_at			
242527_at			
242528_at	285943	HOXA-AS2	HOXA cluster antisense RNA 2
242529_x_at			
242530_at	22987	SV2C	synaptic vesicle glycoprotein 2C
242531_at	64121	RRAGC	Ras related GTP binding C
242532_at			
242533_at	64788	LMF1	lipase maturation factor 1
242534_at	115704	EVI5L	ecotropic viral integration site 5 like
242535_at			
242536_at			
242537_at			
242538_at			
242539_at	129563	DIS3L2	DIS3 like 3'-5' exoribonuclease 2
242540_at	144132	DNHD1	dynein heavy chain domain 1
242541_at	10350	ABCA9	ATP binding cassette subfamily A member 9
242542_at			
242543_at	284948	SH2D6	SH2 domain containing 6
242544_x_at			
242545_at	158135	TTLL11	tubulin tyrosine ligase like 11
242546_at	503637	DUXAP8	double homeobox A pseudogene 8
242547_at			
242548_x_at	353322	ANKRD37	ankyrin repeat domain 37
242549_at	23683	PRKD3	protein kinase D3
242550_at	8662	EIF3B	eukaryotic translation initiation factor 3 subunit B
242551_at			
242552_x_at	58486	ZBED5	zinc finger BED-type containing 5
242553_at	8714	ABCC3	ATP binding cassette subfamily C member 3
242554_at	219931	TPCN2	two pore segment channel 2
242555_at	388272	C16orf87	chromosome 16 open reading frame 87
242556_at			
242557_at	80862	POLR1HASP	POLR1H antisense, pseudogene
242558_at			
242559_at			
242560_at	2177	FANCD2	FA complementation group D2
242561_at	55705	IPO9	importin 9
242562_at			
242563_at			
242564_at			
242565_x_at	54059	YBEY	ybeY metalloendoribonuclease
242566_at	22846	VASH1	vasohibin 1
242567_at	80325	ABTB1	ankyrin repeat and BTB domain containing 1
242568_s_at	8878	SQSTM1	sequestosome 1
242569_at	10254	STAM2	signal transducing adaptor molecule 2
242570_at			
242571_at	9185	REPS2	RALBP1 associated Eps domain containing 2
242572_at			
242573_at			
242574_at	23307	FKBP15	FKBP prolyl isomerase family member 15
242575_at			
242576_x_at			
242577_at	389834	LOC389834	ankyrin repeat domain 57 pseudogene
242578_x_at	6581	SLC22A3	solute carrier family 22 member 3
242579_at	658	BMPR1B	bone morphogenetic protein receptor type 1B
242580_at			
242581_at	389840	MAP3K15	mitogen-activated protein kinase kinase kinase 15
242582_at			
242583_at	85439	STON2	stonin 2
242584_at	84140	FAM161A	FAM161 centrosomal protein A
242585_at	100131067	CKMT2-AS1	CKMT2 antisense RNA 1
242586_at	83856	FSD1L	fibronectin type III and SPRY domain containing 1 like
242587_at	285195	SLC9A9	solute carrier family 9 member A9
242588_at			
242589_x_at			
242590_at			
242591_at	25981	DNAH1	dynein axonemal heavy chain 1
242592_at	283554	GPR137C	G protein-coupled receptor 137C
242593_at			
242594_at	259282	BOD1L1	biorientation of chromosomes in cell division 1 like 1
242595_at	283629	TSSK4	testis specific serine kinase 4
242596_at			
242597_at	7750	ZMYM2	zinc finger MYM-type containing 2
242598_at			
242599_at			
242600_at	257019	FRMD3	FERM domain containing 3
242601_at	253012	HEPACAM2	HEPACAM family member 2
242602_x_at	9534	ZNF254	zinc finger protein 254
242603_x_at	22944	KIN	Kin17 DNA and RNA binding protein
242604_at			
242605_at	1634	DCN	decorin
242606_at			
242607_at			
242608_x_at	145483	FAM161B	FAM161 centrosomal protein B
242609_x_at			
242610_x_at			
242611_at			
242612_at	9520	NPEPPS	aminopeptidase puromycin sensitive
242613_at			
242614_at			
242615_at	348807	CFAP100	cilia and flagella associated protein 100
242616_at			
242617_at	283578	TMED8	transmembrane p24 trafficking protein family member 8
242618_at	414777	HCG18	HLA complex group 18
242619_x_at	206358	SLC36A1	solute carrier family 36 member 1
242620_at			
242621_at	221785	ZSCAN25	zinc finger and SCAN domain containing 25
242622_x_at	5728	PTEN	phosphatase and tensin homolog
242623_x_at	389362	PSMG4	proteasome assembly chaperone 4
242624_at	84448	ABLIM2	actin binding LIM protein family member 2
242625_at	91543	RSAD2	radical S-adenosyl methionine domain containing 2
242626_at	389432	SAMD5	sterile alpha motif domain containing 5
242627_at			
242628_at			
242629_at	5865	RAB3B	RAB3B, member RAS oncogene family
242630_at			
242631_x_at	10395	DLC1	DLC1 Rho GTPase activating protein
242632_at	221472	FGD2	FYVE, RhoGEF and PH domain containing 2
242633_x_at	7627	ZNF75A	zinc finger protein 75A
242634_at	57798	GATAD1	GATA zinc finger domain containing 1
242635_s_at	222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
242636_at	5547	PRCP	prolylcarboxypeptidase
242637_at			
242638_at	101928731	CRADD-AS1	CRADD antisense RNA 1
242639_at	79664	ICE2	interactor of little elongation complex ELL subunit 2
242640_at	148137	PROSER3	proline and serine rich 3
242641_at	131873	COL6A6	collagen type VI alpha 6 chain
242642_at			
242643_x_at			
242644_at	147138	TMC8	transmembrane channel like 8
242645_at			
242646_at			
242647_at	9736	USP34	ubiquitin specific peptidase 34
242648_at	57563	KLHL8	kelch like family member 8
242649_x_at	283651	HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46
242650_at			
242651_at			
242652_at			
242653_at	1630	DCC	DCC netrin 1 receptor
242654_at	2176	FANCC	FA complementation group C
242655_at	580	BARD1	BRCA1 associated RING domain 1
242656_at	2965	GTF2H1	general transcription factor IIH subunit 1
242657_at			
242658_at			
242659_at			
242660_at	340895	MALRD1	MAM and LDL receptor class A domain containing 1
242661_x_at	130540	FLACC1	flagellum associated containing coiled-coil domains 1
242662_at	5046	PCSK6	proprotein convertase subtilisin/kexin type 6
242663_at	148189	LINC00662	long intergenic non-protein coding RNA 662
242664_at			
242665_at	114793	FMNL2	formin like 2
242666_at	101929760	PIK3IP1-DT	PIK3IP1 divergent transcript
242667_at	7098	TLR3	toll like receptor 3
242668_x_at	140732	SUN5	Sad1 and UNC84 domain containing 5
242669_at	51569	UFM1	ubiquitin fold modifier 1
242670_at	163175	LGI4	leucine rich repeat LGI family member 4
242671_at			
242672_at			
242673_at			
242674_at	1977	EIF4E	eukaryotic translation initiation factor 4E
242675_x_at			
242676_at	101927275	NDUFV2-AS1	NDUFV2 antisense RNA 1
242677_at			
242678_at			
242679_at	100506866	TTN-AS1	TTN antisense RNA 1
242679_at	101927055	LOC101927055	uncharacterized LOC101927055
242680_at	552	AVPR1A	arginine vasopressin receptor 1A
242681_at	105376717	LOC105376717	uncharacterized LOC105376717
242682_at			
242683_at	400643	LINC00668	long intergenic non-protein coding RNA 668
242684_at	155054	ZNF425	zinc finger protein 425
242685_at	29083	GTPBP8	GTP binding protein 8
242686_at	90627	STARD13	StAR related lipid transfer domain containing 13
242687_at	729830	FHIP1A	FHF complex subunit HOOK interacting protein 1A
242688_at			
242689_at	9649	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
242690_at	286410	ATP11C	ATPase phospholipid transporting 11C (ATP11C blood group)
242691_at			
242692_at	100874110	GLYCTK-AS1	GLYCTK antisense RNA 1
242693_at			
242694_at	440073	IQSEC3	IQ motif and Sec7 domain ArfGEF 3
242695_at			
242696_at			
242697_at	163255	ZNF540	zinc finger protein 540
242698_at	158798	AKAP14	A-kinase anchoring protein 14
242699_at			
242700_at	5445	PON2	paraoxonase 2
242701_at	84897	TBRG1	transforming growth factor beta regulator 1
242702_at	166785	MMAA	metabolism of cobalamin associated A
242703_at			
242704_at	55565	ZNF821	zinc finger protein 821
242705_x_at	4043	LRPAP1	LDL receptor related protein associated protein 1
242706_s_at	9439	MED23	mediator complex subunit 23
242707_at	9439	MED23	mediator complex subunit 23
242708_at			
242709_s_at	51397	COMMD10	COMM domain containing 10
242710_at			
242711_x_at	57697	FANCM	FA complementation group M
242712_x_at	285190	RGPD4	RANBP2 like and GRIP domain containing 4
242712_x_at	400966	RGPD1	RANBP2 like and GRIP domain containing 1
242712_x_at	5903	RANBP2	RAN binding protein 2
242712_x_at	653489	RGPD3	RANBP2 like and GRIP domain containing 3
242712_x_at	727851	RGPD8	RANBP2 like and GRIP domain containing 8
242712_x_at	729540	RGPD6	RANBP2 like and GRIP domain containing 6
242712_x_at	729857	RGPD2	RANBP2 like and GRIP domain containing 2
242712_x_at	84220	RGPD5	RANBP2 like and GRIP domain containing 5
242713_at			
242714_at	101928429	MAP3K5-AS2	MAP3K5 antisense RNA 2
242715_at	9745	ZNF536	zinc finger protein 536
242716_at	7779	SLC30A1	solute carrier family 30 member 1
242717_at			
242718_at			
242719_at	23429	RYBP	RING1 and YY1 binding protein
242720_at	3700	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4
242721_at			
242722_at	4008	LMO7	LIM domain 7
242723_at			
242724_x_at			
242725_at			
242726_at			
242727_at	221079	ARL5B	ARF like GTPase 5B
242728_at			
242729_at			
242730_at	25924	MYRIP	myosin VIIA and Rab interacting protein
242731_x_at	657	BMPR1A	bone morphogenetic protein receptor type 1A
242732_at			
242733_at			
242734_x_at	2592	GALT	galactose-1-phosphate uridylyltransferase
242735_x_at	1998	ELF2	E74 like ETS transcription factor 2
242736_at			
242737_at			
242738_s_at	463	ZFHX3	zinc finger homeobox 3
242739_at			
242740_at			
242741_x_at			
242742_at			
242743_at			
242744_s_at	846	CASR	calcium sensing receptor
242745_at	846	CASR	calcium sensing receptor
242746_at	23008	KLHDC10	kelch domain containing 10
242747_at	105374869	LIRIL2R	lincRNA regulator of IL2RA
242748_at			
242749_at			
242750_at	166785	MMAA	metabolism of cobalamin associated A
242751_at			
242752_at	152926	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
242753_x_at	55435	AP1AR	adaptor related protein complex 1 associated regulatory protein
242754_at	101559451	PELP1-DT	PELP1 divergent transcript
242755_at			
242756_at			
242757_at	266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1
242758_x_at	55818	KDM3A	lysine demethylase 3A
242759_at			
242760_x_at	9488	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
242761_s_at	147923	ZNF420	zinc finger protein 420
242762_s_at	165215	FAM171B	family with sequence similarity 171 member B
242763_at			
242764_at	54798	DCHS2	dachsous cadherin-related 2
242765_at	4336	MOBP	myelin associated oligodendrocyte basic protein
242766_at	105377134	LOC105377134	uncharacterized LOC105377134
242767_at	29995	LMCD1	LIM and cysteine rich domains 1
242768_at			
242769_at	83992	CTTNBP2	cortactin binding protein 2
242770_at	100289097	FRG1CP	FSHD region gene 1 family member C, pseudogene
242770_at	102723390	FRG1EP	FSHD region gene 1 family member E, pseudogene
242770_at	102723780	FRG1FP	FSHD region gene 1 family member F, pseudogene
242771_at	7273	TTN	titin
242772_x_at			
242773_at	6523	SLC5A1	solute carrier family 5 member 1
242774_at	23224	SYNE2	spectrin repeat containing nuclear envelope protein 2
242775_at			
242776_at	79670	TUT7	terminal uridylyl transferase 7
242777_at			
242778_at	9404	LPXN	leupaxin
242779_at			
242780_at	9218	VAPA	VAMP associated protein A
242781_at	139231	FAM199X	family with sequence similarity 199, X-linked
242782_x_at	130612	TMEM198	transmembrane protein 198
242783_at			
242784_at			
242785_at	400954	EML6	EMAP like 6
242786_at	283104	SBF2-AS1	SBF2 antisense RNA 1
242787_at			
242788_at	55693	KDM4D	lysine demethylase 4D
242789_at	5136	PDE1A	phosphodiesterase 1A
242790_at			
242791_at	26273	FBXO3	F-box protein 3
242792_at			
242793_at			
242794_at	55534	MAML3	mastermind like transcriptional coactivator 3
242795_at			
242796_x_at			
242797_x_at			
242798_at	101928689	LINC01424	long intergenic non-protein coding RNA 1424
242799_at			
242800_at	4810	NHS	NHS actin remodeling regulator
242801_at			
242802_x_at			
242803_at			
242804_at	353497	POLN	DNA polymerase nu
242805_at			
242806_at			
242807_at	83856	FSD1L	fibronectin type III and SPRY domain containing 1 like
242808_at			
242809_at	9173	IL1RL1	interleukin 1 receptor like 1
242810_x_at			
242811_x_at			
242812_at	414777	HCG18	HLA complex group 18
242813_at			
242814_at	5272	SERPINB9	serpin family B member 9
242815_x_at			
242816_at			
242817_at	114770	PGLYRP2	peptidoglycan recognition protein 2
242818_x_at	84272	YIPF4	Yip1 domain family member 4
242819_at			
242820_at			
242821_at	203238	CCDC171	coiled-coil domain containing 171
242822_at	102723847	LOC102723847	uncharacterized LOC102723847
242823_at			
242824_at			
242825_at	163404	PLPPR5	phospholipid phosphatase related 5
242826_at			
242827_x_at			
242828_at	55137	FIGN	fidgetin, microtubule severing factor
242829_x_at			
242830_at			
242831_at			
242832_at	5187	PER1	period circadian regulator 1
242833_at	105376230	TEX53	testis expressed 53
242834_at	55236	UBA6	ubiquitin like modifier activating enzyme 6
242835_s_at	728730	MAP4K3-DT	MAP4K3 divergent transcript
242836_at			
242837_at	51102	MECR	mitochondrial trans-2-enoyl-CoA reductase
242838_at	79929	MAP6D1	MAP6 domain containing 1
242839_at			
242840_at			
242841_at	100505570	LINC02708	long intergenic non-protein coding RNA 2708
242842_at			
242843_at	105371453	BCAN-AS1	BCAN antisense RNA 1
242844_at	5229	PGGT1B	protein geranylgeranyltransferase type I subunit beta
242845_at	862	RUNX1T1	RUNX1 partner transcriptional co-repressor 1
242846_at			
242847_at	56946	EMSY	EMSY transcriptional repressor, BRCA2 interacting
242848_x_at			
242849_at			
242850_at	79618	HMBOX1	homeobox containing 1
242851_at	91749	SLC60A2	solute carrier family 60 member 2
242852_at			
242853_at			
242854_x_at	8847	DLEU2	deleted in lymphocytic leukemia 2
242855_at	375616	KCP	kielin cysteine rich BMP regulator
242856_at			
242857_at	9855	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
242858_at			
242859_at			
242860_at			
242861_at	4739	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
242862_x_at			
242863_at			
242864_at	115196	ZNF554	zinc finger protein 554
242865_at			
242866_x_at	5452	POU2F2	POU class 2 homeobox 2
242867_x_at	105372179	LOC105372179	uncharacterized LOC105372179
242868_at			
242869_at			
242870_at			
242871_at	54852	PAQR5	progestin and adipoQ receptor family member 5
242872_at	11113	CIT	citron rho-interacting serine/threonine kinase
242873_at	101928100	KLRK1-AS1	KLRK1 antisense RNA 1
242874_at			
242875_at			
242876_at	10000	AKT3	AKT serine/threonine kinase 3
242877_at			
242878_at			
242879_x_at	10000	AKT3	AKT serine/threonine kinase 3
